company,event_date,collected_at,event_type,risk_category,severity,confidence_score,matched_keywords,signal_type,rule_signal_type,final_signal_type,ml_signal_type,ml_confidence,description,source_url,source,ai_summary,ai_explanation
Banco Inter,2025-11-04 08:00:00,2026-05-10T03:31:14.649865,news_signal,FINANCIAL_SYSTEM_RISK,2,0.6,bc,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,0.46,Banco Inter & Chainlink Pioneer First Cross-Chain Trade Settlement Between Brazil’s BCB and Hong Kong’s HKMA - Disruption Banking,https://news.google.com/rss/articles/CBMi5AFBVV95cUxNQmZrVGZYRFRpNTBhdXlvY3Y5eVhUR01lWGZ1aEFRRVowOFVOM0xjOE82cVNqcUxWOVN3bFcyZFBlODYybXQ0cnBVWlZDRkN2UGhUdDVJNDBua0dTXzBiZy1CRHN5Ynd6VDVReXFfR3FQendIS3FMUEM0eGlVaDA4TXI2VklncTV1QlY1NDlhUzNtRGx4T1NNX1RFTThKX1pja0pwTURZeUh6TTByRll6NnZST0c4Z2RMb1dPM1RwN0ZrS25BWUx6SHMtU1hGTGo1ZWhoN25remtlb3ZVYlZKQzhrX2Q?oc=5,Google News RSS,,
Banco Inter,2025-03-26 12:45:49,2026-05-10T03:31:14.649865,news_signal,FINANCIAL_SYSTEM_RISK,2,0.6,central bank,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,0.48,"Central Bank of Brazil to pilot CBDC trade finance solution with Chainlink, Microsoft, 7COMm and Banco Inter - FinTech Futures",https://news.google.com/rss/articles/CBMi4wFBVV95cUxObVcyLVBEMmR0amIydVJfZlgzTDdaNm1aRFplaWttV1JlV3l6SjFUMUZwdms4SmRvaG4yWVNzZ0R3Y3loLWllTXN1T2owVDRXOXpqRklvdFhfVmlmNmlEdmhPMWtfRWJqaEY4eHBqSDdOMW5yRlJLM2Y5MGRBSmlMSWRsb3ZELUFTQjJzX2dlY2I4YUE3a1R0X0NLVWlTclBoRDVjUXFpUjdObUhTYmVITTFVUFFkVktIOWxyV1J0WlZ0dXNXOU5lQllVZTRCZG1OemhBNVF2M3U1ZjN2WmhxNVlCMA?oc=5,Google News RSS,,
Banco Inter,2026-01-23 08:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.37,Banco Inter gets Fed approval for US digital branch - American Banker,https://news.google.com/rss/articles/CBMikgFBVV95cUxQNHhTS3o1X0RuUkhYNWdoNDFuemdqSzlOQkdDNTA5MHhnb2xHb1lNSXFzNVZDWGlKcVZWbUxJREhReE5GWmstdkNkUG5OUXpxS3VNanh5dTJyQnQ3WGVBUUJKZTRqcWM3NGtuTi02YkVZdWQzakRGRDJEZ1RqVm9hVWtpbHN4STJJRy05Q01Mb2Y1dw?oc=5,Google News RSS,,
Banco Inter,2026-04-29 07:00:00,2026-05-10T03:31:14.649865,news_signal,FINANCIAL_SYSTEM_RISK,2,0.5,central bank,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,CRITICAL_SIGNAL,0.46,"Brazil central bank trims interest rates again, eyeing Iran conflict - WKZO",https://news.google.com/rss/articles/CBMinAFBVV95cUxQWXBlRnZpeDVmQ3ZIdExwMGhKNEZ4bldwdmhJeFFwTVZ4U0NwcDR6QXBZOVFaTUYtOEltLU1MNFlacWoxemdBTU5OOUlRclhsaHZPajZ5azlQZUVCelpKcEZuOVZKV3ZZX0hsTUc1LVVma1dQaUJ1Z0ZHVjE5LUFhc0xwX2kyRUdITkpkY2hvanRMOU9BSmlTM1Ywcl8?oc=5,Google News RSS,,
Banco Inter,2024-05-28 07:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.43,Banco Inter to Gain Full Ownership of Merchant Acquirer Granito - PYMNTS.com,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNbm5CWjh5c1ROc0w3bkRqN21lZ19yWVU4dlFBRHN4WVBFNDVyMnl3T3F5cVlIU0tyUEtKWnl3MzlZTnZoVmRyMEFpSHlRWnVFUWp5aGhfb2pjTUxEZ25SVndOZGtEMEs2aUJzZlBhNE1FS3Z6cGhuUHJmUW95cXM0MG1WT2hsYXc4LU85VVVvMUwzS3pvbTQ0SFh5bUF6ajUzMEFWVVlSbTM?oc=5,Google News RSS,,
PagBank,2026-05-09 15:42:01,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.39,Does Softer EPS Estimates Amid Expected Growth Change The Bull Case For PagSeguro Digital (PAGS)? - simplywall.st,https://news.google.com/rss/articles/CBMi4gFBVV95cUxNRDNNZUxicnFEcTFUTTRCay00TFBIc2pTNV9XVGtaQ0VzWnlnZEpvZ2RZWExVTzR5NHJlZVpHdHVkMUpXZE0wZnJGVGhPMmtXb29POE91OHllVWdDeExoXzRHS25EWDhRT21fRVZhM19zUmZpQkZNSV9DeXJZOVJJdXNIQWUzTzU4NnNaNzlrTVplMDBVQVc3WGxTNVNVOHI3TGZwVTFITzRaMTM3MU9GSUhiZ3JRd2duSzZQTmtydS1lSzhRSHJRSXctSTlsRXAtcEZSZVdkeXFBYVdKMUlpcHVB0gHnAUFVX3lxTE02Y01XeGotM0RnZmVkMzZJMktaX201bWlsckJiWlR3QWFQQTVRdFk2T0FWMHUwYnlHNjBZUlowY21reEp2M2RPMFVkckd5Y2trTHRaOVpTUFVSQThmMDVpUjRlSXBNaGZZZHRKLXFRcl9TYnZrbWhnMmQ2VVgyZmx2Z2Q2RFZmZE9DclJ1Vk5JVENER0J2VUViaUVTRU4yRE50dHdaeHpob19DVENTaHhaY0Q1VmdCcjBYYkkwLVhOMGRQdGpwazRaMG00dk82Y2dnaWhLd2Q0dGd3TXVrZFpWWWprdmFPRQ?oc=5,Google News RSS,,
PagBank,2026-04-29 23:54:02,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.43,How (PAGS) Movements Inform Risk Allocation Models - Stock Traders Daily,https://news.google.com/rss/articles/CBMixwFBVV95cUxNZjlQZEhEOThwOW03S3BYTDlsX05Jcy1MRGNWWWR5WVhjcUZ2ZjRXYmhRNFJZZE9SUzJadjVIVjhvNGl4bldOYllkRmlXdGpWZmgxRzNUTC1aemFBZnFWZkFzeS01UEV3cVJsaVp1ZVBXY2pfTEpZWVRERlpzc0xoLUE3eGZYUS1lV1pPdDVxT3RfLTJGWjhYQ2hSbkg2R1B4TlBtOFRqZ2dOc3ROQXJBaEV6ckRZZjZwTF9Pd0IxcGRTWmw5NkpF?oc=5,Google News RSS,,
PagBank,2026-03-24 05:48:09,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.4,PagSeguro’s Brazil Fintech Play Is Shifting From Payments To Credit - Finimize,https://news.google.com/rss/articles/CBMiXEFVX3lxTFBGenRtZTVCcUJWb2xXdzZ4M2E3N0hzdWtPV0xVdThINnBLTVJJUU1od3hmZWRsNjJnS3BRN3FlWEVYczhYWmw3SEpzQ2JNVVZZSVd1UjlVbTliTENY?oc=5,Google News RSS,,
PagBank,2026-04-21 07:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.43,"Insider Sale: Director at $PAGS Sells 200,000 Shares - Moomoo",https://news.google.com/rss/articles/CBMilgFBVV95cUxNLW8zNW0walV4RGRqUnpkbUluMU1qR2dma0F5WkRHWmJMMXk3LUxpRXZ2OFhGMGZqUTc3Q3VDMU5BRHktODdySHRBM2RqYVZyaWl1b1R1UDBYSFJDbGhKWE5pTEdQRjlVQW1YbFEyUjVCUlctS2R6Ukx6aXExdkFBNjlzMDF6dWlMbEQ3bEZGVjNqR3g1UXc?oc=5,Google News RSS,,
PagBank,2025-12-30 08:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.38,PagSeguro (PAGS) Declares Special Cash Dividend for 2026 - GuruFocus,https://news.google.com/rss/articles/CBMizgFBVV95cUxQSWRVNERfckx6ejFjX0t3NDJUUzdGaHZ6TFktUlRFZjhIMC1RVE9fTUw3MHUtZnF0MElmek5ieWhXYlBYNGFwZmpDVTlUVTVtbUMzX3gzVUFLc3BNY2tCX3IwUzd2SG04ZUFXVXQwcW1kclZXUmFCNVFBX1N4NVVxSUx2TUVEWElUZmh0S0VqWHE2WHNRWmg0MFk2QWxSRnRUazVRVUlUZnFTWmhpVExXVFBmSGN2c1FIWWdURHdDQ05WSkV1UUlVRHRMVUxNZw?oc=5,Google News RSS,,
PagBank,2026-05-01 09:00:47,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.43,A Look At PagSeguro Digital (NYSE:PAGS) Valuation After Mixed Recent Share Price Performance - simplywall.st,https://news.google.com/rss/articles/CBMi4gFBVV95cUxPUXJhUmhUSkI5YTVJUG53RHVGbkI5c0VwZ2R1bjNsSWpKZUZLMjNYRkNlMzZscms4LWFSSnpsUEZacU1ZaXdyQzAyb1hmWjRYQVRUR3dZeVpOOXFSNENpN0NBbnZTVjY1R045QWJKLWdBSmRQMFZjVXhmRHF0WUg1aHdvbGU1QnJWT1RqYzNuYTJvVjRfQmR1bGctSTdQZTE1b2pyajB5azF4SS01akZ5eXBjS1hFcjJuY1VrWE4yQXk4d2RXTjhtUlNFazJ2UlVqdEdhN1hsakRQSWtMRlVlclBn0gHnAUFVX3lxTE5BelFQdDg3UTRiei1aV0hDV0NFOGxpOXc4dUw2dE4ycTB4d2FJcTdCaHZKd0Zjam5UM1RHTVEzWjd0ZHRtZ0dIV0F2YVB3MWFVemxOZlVxaXVwdFg5ckNhamRXVWF2Nll0cHdtT0Q0QTRxakhWUnctbmxYYkJidFNfV1ZXQWZJMXVlTWYzVzFGSU0xdzgwcHIyS2dBUHZCckxIYUlaQms4YVczUzA3ZDJQUFNBeU9sT25SMmZqYTNOb1JZcHZ0ZzNqTk5TNTAzdkpKVkpCOXNLTXd5aUlHZUJ4ejFPTUJvTQ?oc=5,Google News RSS,,
PagBank,2026-04-07 07:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.4,How Pagseguro Digital Ltd. Class A (PAGS) Affects Rotational Strategy Timing - Stock Traders Daily,https://news.google.com/rss/articles/CBMi6gFBVV95cUxNM2dvR2VvOWVQcTZ0MTI2ZTRVWUNnejlUbTBkV1pzeGZtSFM2dDlvS29wa200SVVocGNoQk5qSy1FVkhlS3Z4XzVTcC1BdkpPSHRqY2E5bk94YUpFTUVVWFZ1OXU1RVZicmJQbkM5T3N0cG41RFBfWndnbDJSYk55NzB2TWg5N3FiTnJVY19BaWc5Z3JwMElUZURYUUdXM2ZvVHhBZWNHc1VLOXMyLU96QXNGNHZhSWpNaFA4eE9Fc1U1MUtTZVBVMHdEcjVIN21IM0sycmg2d1VsUVNER1hHV3FfOU9LV1ZMeEE?oc=5,Google News RSS,,
PagBank,2026-03-31 07:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.46,PagSeguro (PAGS) Director Makes Significant Stock Purchase - GuruFocus,https://news.google.com/rss/articles/CBMimwFBVV95cUxOODA3TzdvRmhiejh0VXEzS3ZENjRyNGs5Tm1UU0VXVi1Bdm9uVjZISWp5SDJsem5YMzF5Qkd6S3RrT1BuMGhIeUJZcGhGTzIxWFA3dWpkWlZ0ZTNRLXkzYUp2Y0k4X3FITUQ3djktVVhHMEs1WTBHcGFjN3JkV1hVT05KVEw2YWF4eEtzcWNyaTJZVE5nTllfTmRYYw?oc=5,Google News RSS,,
PagBank,2025-12-30 08:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.45,PagSeguro (PAGS) Declares Special Dividend of $0.12 Per Share - GuruFocus,https://news.google.com/rss/articles/CBMivwJBVV95cUxNVDk0S3lpYTZHUS1zLTZDVEs5YnhzV3VIeEJNQkNST21TdEZrdlJGaGVqeGs2Y3pvZWg3clVLSWJsbl93Q2dYeE5QRHNvcFFCSVV3NGJkYXdUV3cyTWYzRHNZTUJRR2NGQWk3dnktYjRnRkFzc0Jfd3hLc09wRWI0SXZUaVgzNWNJWWx1TXhOOHhqOUVMT2xaWlZuRXFGVTZFUDE2V1Z5T2JnSi1ib0VlXzYyZ1hFWHhvMjJDcHJwTmxRQ3BZQ3BNMG9TQnFrUk1QYjJoLWlfTWZ5SnpybW9mOEV6SEs4bzJBbFF6aDhVR3ZYLUFtWTlzOTB1RXJ5bWpUMk4yVG1hZl9RQjhXV053cVcxYklqdUQydlQ4TU5jSk5RbTdmRWIwQU85aTAxaUc2emhHZHVKa2owN2xGMGhv?oc=5,Google News RSS,,
Stone,2026-05-08 13:56:08,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.47,StoneCo (STNE) CRO amends Form 3 share holdings after count error - Stock Titan,https://news.google.com/rss/articles/CBMiywFBVV95cUxNenBIS3ZCaGNvUEFUVTBrSzFLRXgyc0l0NFNyX3JiY1dVbi14SEFXRWNzeHplY3hNTFBacWNfbHhVMXZGNW12RGsxbkNjQ2FEa1lfM3pvX1pwZnFlTTRCN2hhbDZPUm5RazNHTVc4UlQ2UWNraG9yOWYxYUVvaS1TaWxndGgwakhDVzBFdnhtSU1ndGtRYml4N2VuSGN4bFMzMGhTbUJNOFBzamhxN3pHMHNBVmVDaUxWUVZtQmlISFoxNnZvc3YzVndIRQ?oc=5,Google News RSS,,
Stone,2026-05-06 00:02:52,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.38,StoneCo’s ESOP Shelf Offering And New Directors Might Change The Case For Investing In STNE - simplywall.st,https://news.google.com/rss/articles/CBMi1gFBVV95cUxOUGMteU90VWFTY2I0Q0hwZ2FDQjdfbnhJVlcwTkczNlBtNXRsN0hzNDI3azJ5TGd2UkcwbjJQN1RqbWZuZ0ExamxSaGIybnJvb3ozQzdzQjFXRC0ycUM2czZjd3Noc0I1ZkNuUkgxQnR2SnJhdWx4cTdjc1pkS0Z2WThENzN2X2JIcjFfRTNvclhwUFRsVkN4b3RkX1RwNElJODhiLTUzTnAyS29kWl8yZzNRS0FkM3FIMjNlaUEyN0JkWWFIbXk0Q2tWWXpEZ1VxcHZLTmVB0gHbAUFVX3lxTFBKX2VtdkF5RmJZcjlGTEpDOUhzZDB1ZEFxRm9PRW91YlBwdmpQVG1SeU9HeUFMckY0Q2ltdHpkbmM4aVFFRy1USm90b0lYZXlUTTdTSXBRVWw3bmxBV1hya0lVX0lSUlpOak9XZUZyb0IxUjJpTERDd1o2Zlc5blRGWHhMTVZ4NHplWkI0dF8zM3BBeHVtd0IyT0JGbGtYQ1BzUkJBUTB5bWlrV1QzRm1jWE9tVHJlWEVDWmVINnlEZF92TFg0bmdNRkR1MVBQb09MN1gxR2pMOXFkYw?oc=5,Google News RSS,,
Stone,2026-05-05 07:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.42,StoneCo’s ESOP Shelf Offering And New Directors Might Change The Case For Investing In STNE - Sahm,https://news.google.com/rss/articles/CBMi2gFBVV95cUxPTXAxUTlKLVUyLTNnVzBZZHc3R1VkdzUwUmZMZURqOTUxM1BpMFQ0OEwzUXJlZUNKT0cwVG1OY1pCeDFNNmdVMG5MU3hvRGdTWl9pbGtPZTVZbXBGSUlzZUJub0NDd1JLbmpPaHJlcDh2RHpnMXZYSklFcTNlUlU0c094eHJpdlhzTlc1T1A5WmRWMEZUbDBuUUdKMTFadE5KNHoxTG95bjVVNUJWWEFFTTRiaXhjNHRsS1lUVlROTF9SVjZvVEdFQU5DOWdqM1pJdmZYRUxMV2V0UQ?oc=5,Google News RSS,,
Stone,2026-03-03 08:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.41,StoneCo Balances Buybacks Banking Expansion And AI To Shape Outlook - Yahoo Finance,https://news.google.com/rss/articles/CBMikwFBVV95cUxPaWNaOFpJRTI1Q2FDdEtMNnFKSnhoM0Z5enNmSi1EUjg0bVpaVUt1UzNUVHhNU3E5dEluUEZjdWY3WU8wTEFPS2NCVzJjamJSVDNsbU8wc1owUFNEWWtrOHNhT1dxWkdtYUxvM1gxa3BqWThYYVpfUXYxRGc5VEpDbGJCM21wYXBRdVZveHRDSURjZjA?oc=5,Google News RSS,,
Stone,2026-04-13 07:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.48,"Fintech to Power MercadoLibre, StoneCo Growth: Moody’s - Mexico Business News",https://news.google.com/rss/articles/CBMikwFBVV95cUxNU0tSbDdSZWNZaTA1c2lVU2dxUnIzSmFMZ18wbGhUOW1aOGNWY0dyMFdWUGxUQzdzVE1KcVZDWTZmU2xSaFA2d2M5bTkxRlBGVDdHUkplVURWT0dSZTZDWnpBYWZFZG1pRVM3S2RyeWJmRzlMSy1VWk9tQ2JKeDVCN3FmcW9xX0x4TjJVdEhBZy1oRVU?oc=5,Google News RSS,,
Stone,2026-04-14 07:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.41,StoneCo: The Bull Case Just Got Less Predictable (Rating Downgrade) - Seeking Alpha,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQQlUycjRwaDl4SUFGSFpXeWtXdGhsaGlNMEEtdFcyN2pUMEs1akR3TDB3dUp2Y2xKUGNLckJqQkVFOXFxRE5RbWhYdWhnNUlNSE5jRlNpQ21ISDNtc1RxSTMzQWZNaWNaWkhCWkdmOWZheDItQkFXa3k1bzJnTHc5QktCczljc3dJYmwtTlZ6T0k1VG04UkpxOWJ2THBjTHlJaDBZWVZMWkc?oc=5,Google News RSS,,
Stone,2026-04-12 07:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.41,How (STNE) Movements Inform Risk Allocation Models - Stock Traders Daily,https://news.google.com/rss/articles/CBMixwFBVV95cUxOd1pWcVdVaDA5REhINEFWNWV0SzlwcXZyTWVXYlVXV3dHWklVd01qTTRSRG9EdjN0Nkx5VnFuWWtnN3FaNzNHd3FRR1gtd1FIeEUzbENhZC00eXZvV1kxQnhRMHhZUmtzUlc3VWRoTEdnR0FNNjFUUy1DbTAtZFlockhYaDB5dlVHV3Q2TkxUVW1KcE1nVlpLQVhMeGdNZ0xiaG52allNWTQwUVZQZTlldjdSeG9YTlFPQmFTU3hXUGZwOElsaGtr?oc=5,Google News RSS,,
Stone,2025-12-22 08:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.46,Does StoneCo’s (STNE) $26.8 Million Settlement Clarify Past Risks Or Reshape Its Capital Priorities? - webull.com,https://news.google.com/rss/articles/CBMiWEFVX3lxTE5IY2ZzUTRCVlViVDJSRWlTQzZBUl9OdlQtVW5YZENZOVdGS2tHU1lJSjhCejl3MnFJVmMyeDVfdVhvNF8xckFoeVFnU1loTVdzd2xMSU9zaTc?oc=5,Google News RSS,,
Stone,2026-04-23 10:58:05,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.5,"STNE (StoneCo Ltd.) beats Q4 2025 EPS estimates by 7.1 percent, shares rise 2.48 percent in today’s trading. - Crowd Risk Alerts - Cổng thông tin điện tử Tỉnh Sơn La",https://news.google.com/rss/articles/CBMi1AFBVV95cUxPSlE4bmtzaDRqOGtveUljVXBmTUVqeE5MOURkZVZkdjU3X1hualBuOWxkUWtWcUlteUFPWjVmbEsxSWpndWp5QTVSZUhZY2RiQnJsR0UzWE91bHBkclBxR2pWUG9heXFPY09IbGJlbmVTYzFkQWdYUnhWV3NobmNQb0hObUxoZGR1ZDQ5NmR6VVFncmFaeFZTRk9xVVliSHRCR25jdUlVdWZWaWxndGFESlpQTUxzeUtxWGpfWi12ajhZcGtNeXpMYjhGZ05uTUsweVd1UQ?oc=5,Google News RSS,,
Stone,2026-03-09 07:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.5,"StoneCo Earnings Call: Profits Up, Risks in Focus - The Globe and Mail",https://news.google.com/rss/articles/CBMiywFBVV95cUxPQlZJZi1YTXNpbVBLQ3dMUEpUcGI5eUNUR3RkTHZaeW9RRWdQWnhRbzhNcGJfZ29GczVOc2ZCdEtJanhaVFEzb29qaEl6c1plNUlRRDNJYldlU1VfN2NOeVNjNURGRnI5aG5iTW42aGJJSHd6UnlqVE9ETDJiUUY5M2EwbWlUaHpJNEkzR3RPSWxFNk9wWDlWN3B0b25LVXJQTFNTbGw4TTZaMHlUc3BlVC1xelRkbV9YWkhNSnNxdjBPR2g2SnNsWXgxaw?oc=5,Google News RSS,,
Stone,2025-10-28 07:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.45,STNE vs. UPST: Which Fintech Stock Should You Pick Now? - TradingView,https://news.google.com/rss/articles/CBMirAFBVV95cUxQUWxRNTlrNlNaNmtoNnR4YmJOYVJEWnF3cUJmc0c3WG5EeWRHamVoVFhUVXpaWnUxNmFXaHVKMTBURDhfUE9IemcwazdLUldfei1waVI1M1Z6LVZ4QlRoSzladFA5QTlPSjRuWmEwdEdRTDhkaGpUSERUQ0dIQ3ZaMTcydTVfaUxCYWdqOHhfZE1vY0dmbk9JM3ZyeVRBQ2V2cWd4S2h3UHgtb1lz?oc=5,Google News RSS,,
Stone,2026-01-10 08:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.43,StoneCo: Is Its BRL 2.3B Credit Portfolio the Next Big Earnings Lever—or a Hidden Risk? - Smartkarma,https://news.google.com/rss/articles/CBMivgFBVV95cUxPM3gxVjlqX24tZGhVcHEwcEdmb2IyNVdQc1lUc0xldlJPVkZYMEZoWXR5c3ktZUY3WXBRbERIODAxM1RJemN3ekNYUGFBZVo0b01hZ1ZHRVJvaTlmYjFhQXYwb3Y5MXNVbkZCbFJwblBSaVdBNUFtYzN4OU10N29neGl5VjJzQ3FJLXlzYWRHaDlNQjhMbVVQNWYtYVJRZTkxNVZwbHQ3TkJBOU50X1pfMWVRMlVVX1Q5VkNZSU1n?oc=5,Google News RSS,,
Stone,2026-04-30 02:17:44,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.39,A Look At StoneCo (STNE) Valuation As New Directors Join And Earnings Update Approaches - simplywall.st,https://news.google.com/rss/articles/CBMi1wFBVV95cUxQYWZrb2hUdFNQZVJZM1dTLXI1WjZkRHFoc3Exek8wa0FRTDhpSWNjb29EMExodVhFRkVGX2lzWXJnXzFucVVNWHdoYnVKZ2UwOHFpOUV3UzhYQ2hkX1ZnTjFraUR3RVQzMVI4Q1FCUnJHMjNVWWVXUTBhNmhRaFVxdlU2WUxUUDVsVG92OXhhUzNvVDlSLTEycVF3WXM2TElaamZPSTltSjhSR3IwRXVjalB1ZkdZRmxGU2ZjdllreHdtVEVIaUxDeUJLTDFHc0hXQUlnR2xxVdIB3AFBVV95cUxNVFdLNmZuZE9LS1FpRXBodzBDZXlzY0dmWU5rM2FsQTlFVE1PZmI0bmliSlRrbHRQbm5ZOWpJNXZXeF83QmM4ckpBbVNVTDhkVUhYeG1vVUhZTlczQUlDcHY3M19kZHg5LWcxTmZNUS13VkpUM2lSTWdQOTU0MlRkZEVQaUFaUlA2elpycGRZTFZyZHVaWktOOWhWTVNjaF9PT29na2NrZ1RRZHNaRGJpQVJpRVpqTkJqWTZFMWo1dHR0eE45eVFzX0VwRjdsSkFGRGQxY2UxUllBdFlk?oc=5,Google News RSS,,
Stone,2026-01-21 08:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.47,"StoneCo Enters 2026 Cheap, With Credit Set To Drive The Next Leg Of Earnings (NASDAQ:STNE) - Seeking Alpha",https://news.google.com/rss/articles/CBMiugFBVV95cUxPanpWM1FVRkNoR0ZVSVVXQTM1czlTdHZya2w0TXFkY1VHam9XdVlLYXROeVNuckdUQzFzYlphbXJCV1AzdHNpV0VDT0QzR3Z2QWJubkIwa2I2SFlJUG9wRXZINUkzaHZxV2d1aURuWnVOWjNubXRIUkptTFplTENpQWk0YWxldGY1b2dncHdJTmdkTW1jNVlZdHNCTVF6Mzh4S3J0Y1FPR3g3TmlzS09uYzVvN0RyUVh1U2c?oc=5,Google News RSS,,
Stone,2026-04-23 20:17:49,2026-05-10T03:31:14.649865,news_signal,FINANCIAL_SYSTEM_RISK,2,0.6,bc,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,0.38,Is StoneCo (STNE) Resetting After A 78% Five Year Share Price Slide? - simplywall.st,https://news.google.com/rss/articles/CBMi1wFBVV95cUxQRHpNc2FaU3BHbmNvQkRFTnF0dHBCenhkYnJ4b2FuWkg0NGJNdTFhVjJIai1hcWxCc1ZoN1RNMTQxQ1dlSzdKQ3BRQzcyZy01Q3JZc0NodVJnWmdHLUJ5bWhKUWxCZzJzNnNFN2NNUTFYT0w0YUxqN2tMQ1pLQnhqRDVHcUlXUUdMMmdEcldPVkt0RmtzdU5NZmwtcVdHSnBNeUQ5S1N4aHk2cEZjZ2RHallCdEFtamdtQ1FKVThCYkZkOEJYUVdiNVBBX29SVWwzbGZhZXRGc9IB3AFBVV95cUxQNUNBalZoYTJzeUxMUFZ5ZVJseUNJU0RWaHBUODJva1BkZnB4ZTBVLUJKMGZMeGptaHd4T1psYjF1aEdFYTdNT0Zwb3NQZTZmeTMtampVc2l5bDRCUnBWbThrOXdDalZWajVQc0s4SmtuRmJqakJtTGpYLWNULVBXQXZ3NHZjSzVsOEU5ZHVnNlJyc1pvT1R0ODdobTI2ZE96eGl5YXFWeDJPZnR1eURxV1hOeXc2Q1VORS1ESi1jSkJJTjQzNHUxUkk1RGxxUHBTMzlsV2xoU0pfNURy?oc=5,Google News RSS,,
